53,14,16,17,11,8,13,6,9,11,8,9,7,8,7,7,6,13,5,4,4,6,5,5,5
14,30,21,17,17,18,17,10,14,7,16,17,18,16,13,2,12,2,8,12,2,10,8,0,12
16,21,29,19,14,17,15,9,12,7,14,15,14,15,10,0,12,4,7,11,1,9,10,1,12
17,17,19,29,14,15,16,10,13,5,13,15,11,13,13,1,10,3,9,11,3,8,6,2,10
11,17,14,14,26,10,14,10,12,6,11,15,15,15,11,1,11,6,6,12,1,7,4,1,10
8,18,17,15,10,24,11,9,10,7,12,17,13,13,12,1,11,1,7,10,1,10,8,0,10
13,17,15,16,14,11,21,9,14,6,12,15,12,13,12,0,11,3,6,10,1,7,6,0,9
6,10,9,10,10,9,9,22,12,5,5,12,7,8,7,1,7,4,10,5,0,3,6,2,5
9,14,12,13,12,10,14,12,19,4,11,15,9,10,10,0,8,1,6,9,0,7,5,0,8
11,7,7,5,6,7,6,5,4,32,5,7,8,7,7,4,7,5,3,5,1,5,2,2,4
8,16,14,13,11,12,12,5,11,5,18,13,13,13,11,0,11,0,6,10,3,8,6,1,10
9,17,15,15,15,17,15,12,15,7,13,25,14,15,14,1,12,2,8,12,1,8,8,1,10
7,18,14,11,15,13,12,7,9,8,13,14,22,18,12,1,11,1,5,12,2,8,6,1,12
8,16,15,13,15,13,13,8,10,7,13,15,18,20,13,1,11,1,6,13,1,7,5,1,12
7,13,10,13,11,12,12,7,10,7,11,14,12,13,17,2,11,2,6,10,1,8,3,1,9
7,2,0,1,1,1,0,1,0,4,0,1,1,1,2,11,1,4,2,0,0,1,0,2,0
6,12,12,10,11,11,11,7,8,7,11,12,11,11,11,1,17,3,6,8,2,9,5,1,8
13,2,4,3,6,1,3,4,1,5,0,2,1,1,2,4,3,19,1,1,3,0,0,2,0
5,8,7,9,6,7,6,10,6,3,6,8,5,6,6,2,6,1,12,2,1,4,3,1,3
4,12,11,11,12,10,10,5,9,5,10,12,12,13,10,0,8,1,2,16,1,6,4,0,9
4,2,1,3,1,1,1,0,0,1,3,1,2,1,1,0,2,3,1,1,15,1,0,3,0
6,10,9,8,7,10,7,3,7,5,8,8,8,7,8,1,9,0,4,6,1,13,1,0,6
5,8,10,6,4,8,6,6,5,2,6,8,6,5,3,0,5,0,3,4,0,1,13,0,5
5,0,1,2,1,0,0,2,0,2,1,1,1,1,1,2,1,2,1,0,3,0,0,11,0
5,12,12,10,10,10,9,5,8,4,10,10,12,12,9,0,8,0,3,9,0,6,5,0,13
