89,35,13,13,10,6,3,4,1,1,1
37,19,13,5,10,7,2,4,1,1,1
25,15,14,2,11,7,2,4,1,1,1
13,11,15,1,7,5,3,3,1,1,1
15,11,8,2,6,6,1,1,1,1,1
16,12,12,1,8,3,3,3,1,1,1
13,6,1,15,2,2,0,1,1,1,1
10,9,7,2,12,4,2,2,1,1,1
5,4,5,0,3,2,1,1,0,0,0
6,4,4,2,4,4,0,1,1,1,1
3,3,5,0,3,1,2,1,0,0,0
1,1,1,1,1,1,0,1,1,1,1
2,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1
1,1,0,0,0,0,0,1,0,0,0
