199,63,14,5,6,2,2,1,1
63,63,6,4,4,1,1,1,0
14,6,14,1,0,2,0,0,0
5,4,1,5,2,1,1,1,0
6,4,0,2,6,0,1,0,0
2,1,2,1,0,2,0,0,0
2,1,0,1,1,0,2,0,1
1,1,0,1,0,0,0,1,0
1,0,0,0,0,0,1,0,1
